dns.msftncsi.com,20
facebook.com,20
0.pool.ntp.org,20
1.pool.ntp.org,20
2.pool.ntp.org,20
sso.anbtr.com,20
wpad,20
WPAD,20
microsoft.com,20
l2.io,20
google.com,20
checkip.dyndns.org,20
56.83.32.147.in-addr.arpa,20
cvut.cz,20
felk.cvut.cz,20
gmail.com,20
alt2.gmail-smtp-in.l.google.com,20
download.microsoft.com,20
icanhazip.com,20
ip.tyk.nu,20
bot.whatismyipaddress.com,20
nfkxbvidusltvb.com,28
rlbdexogfcup.com,28
farbnrdnlxctsd.com,28
dorndjsqjnfq.com,28
npkxghmoru.biz,28
efeawclsegd.com,28
fyngazthod.com,28
uytrnfpmxr.com,28
lioxwuoavitfe.com,28
ubcxxooapfifudft.mn,28
viludayt.me,28
acokbvgsxif.tj,28
msaalakdeclasxmp.ga,28
rueujdpvnmdtlmhn.sc,28
undmbnubn.sx,28
bxjhgoqlxqvby.biz,28
gmijqap.nu,28
ivtuplwoayxs.nf,28
clsdyuslgwgwx.ga,28
kvkqktcrcbxsgafrklod.org,28
vftnttywlevlopi.bz,28
ybopkjbfkmqwpeg.pw,28
pvspldcerujqdesmfdxnx.nf,28
kpcdujf.bz,28
oamrqxcwqepmjjajy.tv,28
njlkgturb.nu,28
wvkilscssvylwvf.ac,28
eakfhvgubdgfgeexfav.net,28
jyuofhfta.org,28
btommylynsumtd.eu,28
aqgailgts.pro,28
jrdxhckcll.eu,28
yqvwxoldaviapk.sc,28
ohumoaycgyjjfxdpv.ir,28
nvokbtjnhtjw.pw,28
utqklvwnjuw.so,28
hbpfycllsvqy.jp,28
oimcdcgjhx.cm,28
kuyfskrahageurouddo.ms,28
prbroiriscudrwn.bit,28
xsufvypidgsmxaebhx.sc,28
wgreeta.im,28
lxhupdyierhsblx.mu,28
balfbuupabdwtftrlbjx.biz,28
jgtlvpdgrbusvqivc.im,28
rhdajuomnxlbhty.cx,28
nbmnqsgkp.su,28
uktfanecnglibumxal.cm,28
mxxxuysolalkbujyvyq.nu,28
nqubwggwgxchxnrvp.kz,28
swlmvli.net,28
xtlxatxoplldpc.nf,28
