dns.msftncsi.com,20
www.msftncsi.com,20
wpad,20
WPAD,20
download.windowsupdate.com,20
eboduftazce-ru.com,20
rsymdhk.info,32
liyahhb.info,32
usmkecy.info,32
guqstpy.info,32
nqqxqdg.info,32
xnwwbmg.info,32
axsbjnc.info,32
lecajst.info,32
www.download.windowsupdate.com,20
lroqojg.info,32
rqedqrd.info,32
udududu.info,32
jlqlrlq.info,32
tdmuddb.info,32
raemscf.info,32
smclmfc.info,32
wnywaia.info,32
fvffynt.info,32
gfnxxrt.info,32
svxutcm.info,32
ujolyif.info,32
gfsrfgr.info,32
urkaelt.info,32
fwakadj.info,32
bbtaafm.info,32
vroukdd.info,32
njkyhle.info,32
txerrhc.info,32
tfkyjyi.info,32
vekqwdk.info,32
bgnqado.info,32
oaoyorw.info,32
pbchjln.info,32
bprcfos.info,32
LECAJST.INFO,32
LROQOJG.INFO,32
UDUDUDU.INFO,32
WNYWAIA.INFO,32
RQEDQRD.INFO,32
RAEMSCF.INFO,32
GFNXXRT.INFO,32
BPRCFOS.INFO,32
PBCHJLN.INFO,32
LIYAHHB.INFO,32
FWAKADJ.INFO,32
AXSBJNC.INFO,32
BBTAAFM.INFO,32
VROUKDD.INFO,32
OAOYORW.INFO,32
TXERRHC.INFO,32
XNWWBMG.INFO,32
TDMUDDB.INFO,32
UJOLYIF.INFO,32
FVFFYNT.INFO,32
JLQLRLQ.INFO,32
TFKYJYI.INFO,32
BGNQADO.INFO,32
USMKECY.INFO,32
NJKYHLE.INFO,32
RSYMDHK.INFO,32
SMCLMFC.INFO,32
SVXUTCM.INFO,32
GFSRFGR.INFO,32
SHWVLGX.INFO,32
VYIJWXJ.INFO,32
UDSUVTB.INFO,32
GREQLRO.INFO,32
XBRGCDE.INFO,32
CCRELKS.INFO,32
JUKYHQV.INFO,32
SSACQHL.INFO,32
CRGFVYM.INFO,32
QDKCKEM.INFO,32
KENTPMW.INFO,32
TGEVMTK.INFO,32
QXJHENW.INFO,32
WLWLWLW.INFO,32
QNBFNWU.INFO,32
CWQQRWT.INFO,32
NGXFIHG.INFO,32
QJRTSAM.INFO,32
FDMNFXA.INFO,32
HSEUPSN.INFO,32
PWIQWIX.INFO,32
IJLESYV.INFO,32
OFQJQGS.INFO,32
MUEATGP.INFO,32
VQWDDVG.INFO,32
BMAYYBR.INFO,32
HQJLVOQ.INFO,32
VTTVVTT.INFO,32
